country,state,county,type,measure,beds,population,year
US,IL,massac,ICU,1000HAB,1.713033,14594,2018
US,IL,mcdonough,ACUTE,1000HAB,3.006615,31597,2018
US,IL,mcdonough,ICU,1000HAB,0.22154,31597,2019
US,IL,mchenry,ACUTE,1000HAB,0.99986,308043,2018
US,IL,mchenry,ICU,1000HAB,0.113621,308043,2018
US,IL,mclean,ACUTE,1000HAB,1.154528,173231,2018
US,IL,mclean,ICU,1000HAB,0.173179,173231,2019
US,IL,menard,ICU,1000HAB,0,12416,2019
US,IL,mercer,ICU,1000HAB,1.392934,15794,2018
US,IL,monroe,ICU,1000HAB,0,33739,2019
US,IL,montgomery,ICU,1000HAB,1.713914,29173,2018
US,IL,morgan,ACUTE,1000HAB,3.135706,34442,2018
US,IL,morgan,ICU,1000HAB,0.261309,34442,2019
US,IL,moultrie,ICU,1000HAB,0,14711,2019
US,IL,ogle,ICU,1000HAB,0.309963,51619,2018
US,IL,peoria,ACUTE,1000HAB,5.758951,186145,2018
US,IL,peoria,ICU,1000HAB,0.574821,186145,2019
US,IL,peoria,OTHER,1000HAB,0.268608,186145,2018
US,IL,perry,ICU,1000HAB,2.329156,21467,2018
US,IL,piatt,ICU,1000HAB,0.973651,16433,2018
US,IL,pike,ICU,1000HAB,1.318267,15930,2018
US,IL,pope,ICU,1000HAB,0,4360,2019
US,IL,pulaski,ICU,1000HAB,0,5691,2019
US,IL,putnam,ICU,1000HAB,0,5771,2019
US,IL,randolph,ICU,1000HAB,5.026044,32829,2018
US,IL,richland,ACUTE,1000HAB,5.641572,15953,2018
US,IL,richland,ICU,1000HAB,0.501473,15953,2019
US,IL,rock island,ACUTE,1000HAB,3.036832,146205,2018
US,IL,rock island,ICU,1000HAB,0.396703,146205,2019
US,IL,saline,ACUTE,1000HAB,2.988129,24430,2018
US,IL,saline,ICU,1000HAB,1.023332,24430,2018
US,IL,sangamon,ACUTE,1000HAB,4.57771,198134,2018
US,IL,sangamon,ICU,1000HAB,0.499662,198134,2019
US,IL,sangamon,OTHER,1000HAB,0.252354,198134,2018
US,IL,sangamon,PSYCHIATRIC,1000HAB,0.444144,198134,2018
US,IL,schuyler,ICU,1000HAB,6.405793,7181,2018
US,IL,scott,ICU,1000HAB,0,5109,2019
US,IL,shelby,ACUTE,1000HAB,1.369488,21906,2018
US,IL,shelby,ICU,1000HAB,0,21906,2019
US,IL,st. clair,ACUTE,1000HAB,3.093411,264433,2018
US,IL,st. clair,ICU,1000HAB,0.15883,264433,2019
US,IL,stark,ICU,1000HAB,0,5551,2019
US,IL,stephenson,ACUTE,1000HAB,2.181548,45839,2018
US,IL,stephenson,ICU,1000HAB,0.174524,45839,2019
US,IL,tazewell,ACUTE,1000HAB,0.928023,134695,2018
US,IL,tazewell,ICU,1000HAB,0.185605,134695,2018
US,IL,union,ICU,1000HAB,2.721955,17267,2018
US,IL,vermilion,ACUTE,1000HAB,1.603394,79207,2018
US,IL,vermilion,ICU,1000HAB,1.24989,79207,2018
US,IL,vermilion,OTHER,1000HAB,2.790157,79207,2018
US,IL,wabash,ICU,1000HAB,2.161134,11568,2018
US,IL,warren,ICU,1000HAB,1.31964,17429,2018
US,IL,washington,ICU,1000HAB,0,14260,2019
US,IL,wayne,ICU,1000HAB,3.319452,16569,2018
US,IL,white,ICU,1000HAB,0,14186,2019
US,IL,whiteside,ACUTE,1000HAB,1.742252,56823,2018
US,IL,whiteside,ICU,1000HAB,0.633546,56823,2018
US,IL,will,ACUTE,1000HAB,1.333378,687727,2018
US,IL,will,ICU,1000HAB,0.133774,687727,2019
US,IL,williamson,ACUTE,1000HAB,3.052892,67477,2018
US,IL,williamson,ICU,1000HAB,0.385316,67477,2019
US,IL,williamson,OTHER,1000HAB,3.33447,67477,2018
US,IL,winnebago,ACUTE,1000HAB,2.980745,287512,2018
US,IL,winnebago,ICU,1000HAB,0.302596,287512,2019
US,IL,winnebago,OTHER,1000HAB,0.173906,287512,2018
US,IL,woodford,ICU,1000HAB,0.462226,38942,2018
US,IN,adams,ICU,1000HAB,0.999486,35018,2018
US,IN,allen,ACUTE,1000HAB,3.812404,367747,2018
US,IN,allen,ICU,1000HAB,0.462274,367747,2019
US,IN,allen,OTHER,1000HAB,0.380697,367747,2016
US,IN,allen,PSYCHIATRIC,1000HAB,0.043508,367747,2018
US,IN,bartholomew,ACUTE,1000HAB,2.44372,81024,2018
US,IN,bartholomew,ICU,1000HAB,0.209814,81024,2019
US,IN,benton,ICU,1000HAB,0,8685,2019
US,IN,blackford,ICU,1000HAB,1.228099,12214,2018
US,IN,boone,ACUTE,1000HAB,0.825227,63013,2018
US,IN,boone,ICU,1000HAB,0.126958,63013,2019
US,IN,brown,ICU,1000HAB,0,15007,2019
US,IN,carroll,ICU,1000HAB,0,19994,2019
US,IN,cass,ACUTE,1000HAB,2.170048,38248,2018
US,IN,cass,ICU,1000HAB,0.130726,38248,2019
US,IN,cass,PSYCHIATRIC,1000HAB,0.392177,38248,2018
US,IN,clark,ACUTE,1000HAB,2.976683,114893,2016
US,IN,clark,ICU,1000HAB,0.217594,114893,2019
US,IN,clark,PSYCHIATRIC,1000HAB,0.870375,114893,2018
US,IN,clay,ICU,1000HAB,0.947867,26375,2018
US,IN,clinton,ICU,1000HAB,0.770297,32455,2018
US,IN,crawford,ICU,1000HAB,0,10598,2019
US,IN,daviess,ACUTE,1000HAB,2.440736,32777,2018
US,IN,daviess,ICU,1000HAB,0.152546,32777,2019
US,IN,dearborn,ACUTE,1000HAB,1.775482,49564,2018
US,IN,dearborn,ICU,1000HAB,0.161407,49564,2019
US,IN,dearborn,PSYCHIATRIC,1000HAB,0.322815,49564,2018
US,IN,decatur,ICU,1000HAB,0.944109,26480,2018
US,IN,dekalb,ACUTE,1000HAB,1.316903,42524,2018
US,IN,dekalb,ICU,1000HAB,0.188129,42524,2019
US,IN,dekalb,PSYCHIATRIC,1000HAB,0.376258,42524,2018
US,IN,delaware,ACUTE,1000HAB,3.268989,115938,2018
US,IN,delaware,ICU,1000HAB,0.310511,115938,2019
US,IN,delaware,OTHER,1000HAB,0.138005,115938,2018
US,IN,delaware,PSYCHIATRIC,1000HAB,0.138005,115938,2018
US,IN,dubois,ACUTE,1000HAB,2.902381,42379,2018
US,IN,dubois,ICU,1000HAB,0.613511,42379,2019
US,IN,elkhart,ACUTE,1000HAB,1.921902,202924,2018
US,IN,elkhart,ICU,1000HAB,0.172478,202924,2019
US,IN,elkhart,PSYCHIATRIC,1000HAB,0.078847,202924,2018
US,IN,fayette,ACUTE,1000HAB,4.226074,23426,2018
US,IN,fayette,ICU,1000HAB,0.853752,23426,2019
US,IN,floyd,ACUTE,1000HAB,2.941907,76481,2018
US,IN,floyd,ICU,1000HAB,0.209202,76481,2019
US,IN,floyd,OTHER,1000HAB,0.94141,76481,2018
US,IN,fountain,ICU,1000HAB,0,16620,2019
US,IN,franklin,ICU,1000HAB,0.306547,22835,2019
US,IN,fulton,ICU,1000HAB,1.23177,20296,2018
US,IN,gibson,ICU,1000HAB,0.744136,33596,2018
US,IN,grant,ACUTE,1000HAB,1.434593,67615,2018
US,IN,grant,ICU,1000HAB,0.281003,67615,2019
US,IN,grant,PSYCHIATRIC,1000HAB,0.236634,67615,2018
US,IN,greene,ICU,1000HAB,0.770867,32431,2018
US,IN,hamilton,ACUTE,1000HAB,1.517661,309687,2018
US,IN,hamilton,ICU,1000HAB,0.032291,309687,2019
US,IN,hamilton,OTHER,1000HAB,0.34551,309687,2018
US,IN,hancock,ACUTE,1000HAB,0.934374,72776,2018
US,IN,hancock,ICU,1000HAB,0.329779,72776,2019
US,IN,harrison,ICU,1000HAB,0.633714,39450,2018
US,IN,hendricks,ACUTE,1000HAB,1.814503,158170,2018
US,IN,hendricks,ICU,1000HAB,0.24657,158170,2019
US,IN,henry,ACUTE,1000HAB,1.849987,48649,2018
US,IN,henry,ICU,1000HAB,0.205554,48649,2019
US,IN,howard,ACUTE,1000HAB,2.716567,82457,2018
US,IN,howard,ICU,1000HAB,0.157658,82457,2019
US,IN,howard,OTHER,1000HAB,0.363826,82457,2018
US,IN,huntington,ACUTE,1000HAB,0.985761,36520,2018
US,IN,huntington,ICU,1000HAB,0,36520,2019
US,IN,jackson,ACUTE,1000HAB,2.124306,43779,2018
US,IN,jackson,ICU,1000HAB,0.159894,43779,2019
US,IN,jasper,ICU,1000HAB,1.375269,33448,2018
US,IN,jay,ICU,1000HAB,1.658218,21107,2018
US,IN,jefferson,ACUTE,1000HAB,4.614003,32293,2015
US,IN,jefferson,ICU,1000HAB,0.185799,32293,2019
US,IN,jefferson,PSYCHIATRIC,1000HAB,4.644969,32293,2018
US,IN,jennings,ICU,1000HAB,0.610632,27840,2018
US,IN,johnson,ACUTE,1000HAB,0.83691,149359,2018
US,IN,johnson,ICU,1000HAB,0.040172,149359,2019
US,IN,johnson,OTHER,1000HAB,0.348154,149359,2018
US,IN,johnson,PSYCHIATRIC,1000HAB,0.656137,149359,2018
US,IN,knox,ACUTE,1000HAB,4.634166,37763,2018
US,IN,knox,ICU,1000HAB,0.794428,37763,2019
US,IN,kosciusko,ACUTE,1000HAB,0.914634,78720,2018
US,IN,kosciusko,ICU,1000HAB,0.177846,78720,2019
US,IN,kosciusko,PSYCHIATRIC,1000HAB,0.203252,78720,2018
US,IN,lagrange,ICU,1000HAB,0.645661,38720,2018
US,IN,lake,ACUTE,1000HAB,4.325815,488694,2017
US,IN,lake,ICU,1000HAB,0.384699,488694,2019
US,IN,lake,OTHER,1000HAB,0.971978,488694,2018
US,IN,lake,PSYCHIATRIC,1000HAB,0.03274,488694,2018
US,IN,laporte,ACUTE,1000HAB,3.40133,110839,2018
US,IN,laporte,ICU,1000HAB,0.306751,110839,2019
US,IN,lawrence,ICU,1000HAB,1.094835,45669,2018
US,IN,madison,ACUTE,1000HAB,2.560918,129641,2018
US,IN,madison,ICU,1000HAB,0.19284,129641,2018
US,IN,madison,PSYCHIATRIC,1000HAB,0.347112,129641,2018
US,IN,marion,ACUTE,1000HAB,3.215017,939964,2017
US,IN,marion,ICU,1000HAB,0.559596,939964,2019
US,IN,marion,OTHER,1000HAB,0.39044,939964,2018
US,IN,marion,PSYCHIATRIC,1000HAB,0.267032,939964,2018
US,IN,marshall,ACUTE,1000HAB,1.026694,46752,2018
US,IN,marshall,ICU,1000HAB,0.513347,46752,2018
US,IN,marshall,PSYCHIATRIC,1000HAB,1.882272,46752,2018
US,IN,martin,ICU,1000HAB,0,10219,2019
US,IN,miami,ICU,1000HAB,0.69377,36035,2018
US,IN,monroe,ACUTE,1000HAB,2.056274,144436,2018
US,IN,monroe,ICU,1000HAB,0.263092,144436,2019
US,IN,monroe,PSYCHIATRIC,1000HAB,0.491567,144436,2018
US,IN,montgomery,ACUTE,1000HAB,2.690138,38288,2018
US,IN,montgomery,ICU,1000HAB,0.130589,38288,2019
US,IN,morgan,ACUTE,1000HAB,2.977004,69533,2018
US,IN,morgan,ICU,1000HAB,0.143817,69533,2019
US,IN,newton,ICU,1000HAB,0,14056,2019
US,IN,noble,ACUTE,1000HAB,0.653719,47421,2018
US,IN,noble,ICU,1000HAB,0,47421,2019
US,IN,ohio,ICU,1000HAB,0,5911,2019
US,IN,orange,ICU,1000HAB,1.223055,19623,2018
US,IN,owen,ICU,1000HAB,0,20957,2019
US,IN,parke,ICU,1000HAB,0,17062,2019
US,IN,perry,ICU,1000HAB,1.30012,19229,2018
US,IN,pike,ICU,1000HAB,0,12471,2019
US,IN,porter,ACUTE,1000HAB,1.798185,167391,2018
US,IN,porter,ICU,1000HAB,0.191169,167391,2019
US,IN,porter,PSYCHIATRIC,1000HAB,0.095585,167391,2018
US,IN,posey,ICU,1000HAB,0,25599,2019
US,IN,pulaski,ICU,1000HAB,1.959094,12761,2018
US,IN,putnam,ICU,1000HAB,0.665903,37543,2018
US,IN,randolph,ICU,1000HAB,0.991945,25203,2018
US,IN,ripley,ICU,1000HAB,0.88115,28372,2018
US,IN,rush,ICU,1000HAB,1.491202,16765,2018
US,IN,scott,ICU,1000HAB,1.053874,23722,2018
US,IN,shelby,ACUTE,1000HAB,1.623853,44339,2016
US,IN,shelby,ICU,1000HAB,0,44339,2019
US,IN,spencer,ICU,1000HAB,0,20610,2019
US,IN,st. joseph,ACUTE,1000HAB,2.75117,268613,2018
US,IN,st. joseph,ICU,1000HAB,0.275489,268613,2019
US,IN,st. joseph,OTHER,1000HAB,0.268044,268613,2018
US,IN,starke,ACUTE,1000HAB,2.307759,22966,2018
US,IN,starke,ICU,1000HAB,0.043543,22966,2019
US,IN,steuben,ICU,1000HAB,0.7255,34459,2018
US,IN,sullivan,ICU,1000HAB,1.196172,20900,2018
US,IN,switzerland,ICU,1000HAB,0,10617,2019
US,IN,tippecanoe,ACUTE,1000HAB,3.648949,186081,2018
US,IN,tippecanoe,ICU,1000HAB,0.16122,186081,2019
US,IN,tippecanoe,OTHER,1000HAB,0.37618,186081,2015
US,IN,tippecanoe,PSYCHIATRIC,1000HAB,0.343936,186081,2018
US,IN,tipton,ICU,1000HAB,1.635056,15290,2018
US,IN,union,ICU,1000HAB,0,7225,2019
US,IN,vanderburgh,ACUTE,1000HAB,5.142137,181831,2018
US,IN,vanderburgh,ICU,1000HAB,0.84694,181831,2019
US,IN,vanderburgh,OTHER,1000HAB,0.896437,181831,2018
US,IN,vanderburgh,PSYCHIATRIC,1000HAB,0.923935,181831,2018
US,IN,vermillion,ICU,1000HAB,1.598057,15644,2018
US,IN,vigo,ACUTE,1000HAB,4.539421,107723,2018
US,IN,vigo,ICU,1000HAB,0.501286,107723,2019
US,IN,vigo,PSYCHIATRIC,1000HAB,0.48272,107723,2018
US,IN,wabash,ICU,1000HAB,0.784979,31848,2018
US,IN,warren,ICU,1000HAB,1.934938,8269,2018
US,IN,warrick,ACUTE,1000HAB,0.389731,61581,2018
US,IN,warrick,ICU,1000HAB,0.568357,61581,2018
US,IN,warrick,OTHER,1000HAB,1.201669,61581,2018
US,IN,warrick,PSYCHIATRIC,1000HAB,0.779461,61581,2018
US,IN,washington,ICU,1000HAB,0.899054,27807,2018
US,IN,wayne,ACUTE,1000HAB,3.299887,66972,2018
US,IN,wayne,ICU,1000HAB,0.447948,66972,2019
US,IN,wayne,PSYCHIATRIC,1000HAB,0.447948,66972,2018
US,IN,wells,ACUTE,1000HAB,2.838459,27832,2018
US,IN,wells,ICU,1000HAB,0.251509,27832,2019
US,IN,white,ICU,1000HAB,1.029696,24279,2018
US,IN,whitley,ACUTE,1000HAB,0.896031,33481,2018
US,IN,whitley,ICU,1000HAB,0,33481,2019
US,KS,allen,ACUTE,1000HAB,1.960477,12752,2013
US,KS,allen,ICU,1000HAB,0,12752,2019
US,KS,anderson,ICU,1000HAB,5.229592,7840,2018
US,KS,atchison,ICU,1000HAB,1.51828,16466,2018
US,KS,barber,ACUTE,1000HAB,11.824669,4905,2013
US,KS,barber,ICU,1000HAB,7.135576,4905,2018
US,KS,barton,ACUTE,1000HAB,1.219197,27067,2018
US,KS,barton,ICU,1000HAB,1.773377,27067,2018
US,KS,bourbon,ACUTE,1000HAB,4.133631,14757,2018
US,KS,bourbon,ICU,1000HAB,0,14757,2019
US,KS,brown,ICU,1000HAB,5.135579,9736,2018
US,KS,butler,ACUTE,1000HAB,1.9016,66260,2018
US,KS,butler,ICU,1000HAB,0.241473,66260,2019
US,KS,chase,ICU,1000HAB,0,2665,2019
US,KS,chautauqua,ACUTE,1000HAB,7.29927,3425,2018
US,KS,chautauqua,ICU,1000HAB,0,3425,2019
US,KS,cherokee,ICU,1000HAB,0.878006,20501,2018
US,KS,cherokee,OTHER,1000HAB,1.756012,20501,2018
US,KS,cheyenne,ACUTE,1000HAB,5.97684,2677,2018
US,KS,cheyenne,ICU,1000HAB,0,2677,2019
US,KS,clark,ACUTE,1000HAB,25.849689,2089,2018
US,KS,clark,ICU,1000HAB,21.541407,2089,2018
US,KS,clay,ICU,1000HAB,3.047665,8203,2018
US,KS,cloud,ICU,1000HAB,2.720052,9191,2018
US,KS,coffey,ACUTE,1000HAB,9.365994,8328,2018
US,KS,coffey,ICU,1000HAB,0,8328,2019
US,KS,comanche,ICU,1000HAB,6.89259,1741,2018
US,KS,cowley,ACUTE,1000HAB,1.735139,35732,2018
US,KS,cowley,ICU,1000HAB,0.111944,35732,2019
US,KS,crawford,ACUTE,1000HAB,2.838947,39099,2018
US,KS,crawford,ICU,1000HAB,0.895164,39099,2018
US,KS,decatur,ACUTE,1000HAB,21.099965,2891,2018
US,KS,decatur,ICU,1000HAB,0,2891,2019
US,KS,dickinson,ICU,1000HAB,7.149567,19162,2018
US,KS,doniphan,ICU,1000HAB,0,7790,2019
US,KS,douglas,ACUTE,1000HAB,1.290257,117806,2018
US,KS,douglas,ICU,1000HAB,0.084885,117806,2019
US,KS,edwards,ICU,1000HAB,7.467753,2946,2018
US,KS,elk,ICU,1000HAB,0,2581,2019
US,KS,ellis,ACUTE,1000HAB,5.956297,28877,2018
US,KS,ellis,ICU,1000HAB,1.177408,28877,2019
US,KS,ellsworth,ICU,1000HAB,3.948823,6331,2018
US,KS,finney,ACUTE,1000HAB,3.558239,37097,2018
US,KS,finney,ICU,1000HAB,0.215651,37097,2019
US,KS,ford,ACUTE,1000HAB,2.856483,34658,2018
US,KS,ford,ICU,1000HAB,0.288534,34658,2019
US,KS,franklin,ACUTE,1000HAB,1.718817,25599,2018
US,KS,franklin,ICU,1000HAB,0.19532,25599,2019
US,KS,geary,ACUTE,1000HAB,2.57012,35796,2018
US,KS,geary,ICU,1000HAB,0.167616,35796,2019
US,KS,gove,ACUTE,1000HAB,26.595745,2632,2018
US,KS,gove,ICU,1000HAB,0,2632,2019
US,KS,graham,ICU,1000HAB,9.761812,2561,2018
US,KS,grant,ACUTE,1000HAB,3.369622,7716,2018
US,KS,grant,ICU,1000HAB,0,7716,2019
US,KS,gray,ICU,1000HAB,0,6004,2019
US,KS,greeley,ACUTE,1000HAB,41.322314,1210,2018
US,KS,greeley,ICU,1000HAB,0,1210,2019
US,KS,greenwood,ICU,1000HAB,4.014774,6227,2018
US,KS,hamilton,ACUTE,1000HAB,26.32583,2621,2018
US,KS,hamilton,ICU,1000HAB,0,2621,2019
US,KS,harper,ICU,1000HAB,8.701706,5746,2018
US,KS,harvey,ACUTE,1000HAB,4.065392,34683,2018
US,KS,harvey,ICU,1000HAB,0.172995,34683,2019
US,KS,haskell,ACUTE,1000HAB,3.185494,4081,2018
US,KS,haskell,ICU,1000HAB,0,4081,2019
US,KS,hodgeman,ICU,1000HAB,20.266667,1875,2018
US,KS,jackson,ICU,1000HAB,0.900766,13322,2018
US,KS,jefferson,ACUTE,1000HAB,3.92448,18856,2018
US,KS,jefferson,ICU,1000HAB,0,18856,2019
US,KS,jewell,ICU,1000HAB,8.437395,2963,2018
US,KS,johnson,ACUTE,1000HAB,2.2063,578797,2017
US,KS,johnson,ICU,1000HAB,0.190049,578797,2019
US,KS,johnson,OTHER,1000HAB,0.452663,578797,2018
US,KS,johnson,PSYCHIATRIC,1000HAB,0.124396,578797,2018
US,KS,kearny,ICU,1000HAB,6.359705,3931,2018
US,KS,kingman,ICU,1000HAB,3.299894,7576,2018
US,KS,kiowa,ICU,1000HAB,5.942948,2524,2018
US,KS,labette,ACUTE,1000HAB,3.259865,20553,2018
US,KS,labette,ICU,1000HAB,0.243273,20553,2019
US,KS,lane,ICU,1000HAB,9.988249,1702,2018
US,KS,leavenworth,ACUTE,1000HAB,1.638125,79359,2018
US,KS,leavenworth,ICU,1000HAB,0.12601,79359,2019
US,KS,lincoln,ICU,1000HAB,4.485742,3121,2018
US,KS,linn,ICU,1000HAB,0,9602,2019
US,KS,logan,ACUTE,1000HAB,25.448029,2790,2018
US,KS,logan,ICU,1000HAB,0,2790,2019
US,KS,lyon,ICU,1000HAB,1.771665,33302,2018
US,KS,marion,ACUTE,1000HAB,3.06114,12087,2018
US,KS,marion,ICU,1000HAB,1.241003,12087,2018
US,KS,marshall,ICU,1000HAB,2.535754,9859,2018
US,KS,mcpherson,ACUTE,1000HAB,2.153376,28792,2018
US,KS,mcpherson,ICU,1000HAB,0.868297,28792,2018
US,KS,meade,ICU,1000HAB,4.656577,4295,2018
US,KS,miami,ACUTE,1000HAB,0.545852,32976,2018
US,KS,miami,ICU,1000HAB,0,32976,2019
US,KS,miami,PSYCHIATRIC,1000HAB,5.337215,32976,2018
US,KS,mitchell,ICU,1000HAB,12.038523,6230,2018
US,KS,montgomery,ACUTE,1000HAB,3.82512,33463,2015
US,KS,montgomery,ICU,1000HAB,0.209186,33463,2019
US,KS,morris,ICU,1000HAB,4.460303,5605,2018
US,KS,morton,ACUTE,1000HAB,40.941658,2931,2018
US,KS,morton,ICU,1000HAB,0,2931,2019
US,KS,nemaha,ACUTE,1000HAB,4.853888,10095,2018
US,KS,nemaha,ICU,1000HAB,0,10095,2019
US,KS,neosho,ICU,1000HAB,1.542353,16209,2018
US,KS,ness,ACUTE,1000HAB,36.321226,3001,2018
US,KS,ness,ICU,1000HAB,3.998667,3001,2020
US,KS,norton,ACUTE,1000HAB,4.52325,5527,2018
US,KS,norton,ICU,1000HAB,0,5527,2019
US,KS,osage,ICU,1000HAB,0,15894,2019
US,KS,osborne,ACUTE,1000HAB,6.786102,3684,2018
US,KS,osborne,ICU,1000HAB,0,3684,2019
US,KS,ottawa,ICU,1000HAB,7.050529,5957,2018
US,KS,pawnee,ACUTE,1000HAB,90.466352,6776,2018
US,KS,pawnee,ICU,1000HAB,3.689492,6776,2018
US,KS,phillips,ACUTE,1000HAB,4.590525,5446,2018
US,KS,phillips,ICU,1000HAB,0,5446,2019
US,KS,pottawatomie,ACUTE,1000HAB,7.633259,23188,2018
US,KS,pottawatomie,ICU,1000HAB,1.078144,23188,2020
US,KS,pratt,ACUTE,1000HAB,8.790072,9670,2018
US,KS,pratt,ICU,1000HAB,0.620476,9670,2019
US,KS,rawlins,ICU,1000HAB,9.52381,2520,2018
US,KS,reno,ACUTE,1000HAB,3.519571,63360,2018
US,KS,reno,ICU,1000HAB,0.315657,63360,2019
US,KS,republic,ICU,1000HAB,13.390011,4705,2018
US,KS,rice,ICU,1000HAB,2.533441,9868,2018
US,KS,riley,ACUTE,1000HAB,1.43997,75696,2018
US,KS,riley,ICU,1000HAB,0.105686,75696,2019
US,KS,rooks,ACUTE,1000HAB,3.885004,5148,2018
US,KS,rooks,ICU,1000HAB,0,5148,2019
US,KS,rush,ICU,1000HAB,11.542161,3119,2018
US,KS,russell,ACUTE,1000HAB,6.583655,6987,2018
US,KS,russell,ICU,1000HAB,0,6987,2019
US,KS,saline,ACUTE,1000HAB,3.57827,55334,2018
US,KS,saline,ICU,1000HAB,0.325297,55334,2019
US,KS,saline,OTHER,1000HAB,0.289153,55334,2018
US,KS,scott,ACUTE,1000HAB,10.038145,4981,2015
US,KS,scott,ICU,1000HAB,0,4981,2019
US,KS,sedgwick,ACUTE,1000HAB,1.43981,510484,2018
US,KS,sedgwick,ICU,1000HAB,0.462306,510484,2019
US,KS,sedgwick,OTHER,1000HAB,0.793365,510484,2018
US,KS,seward,ACUTE,1000HAB,4.401255,22948,2018
US,KS,seward,ICU,1000HAB,0.348614,22948,2019
US,KS,shawnee,ACUTE,1000HAB,3.839858,178392,2018
US,KS,shawnee,ICU,1000HAB,0.291493,178392,2019
US,KS,shawnee,OTHER,1000HAB,0.330732,178392,2018
US,KS,shawnee,PSYCHIATRIC,1000HAB,0.134535,178392,2018
US,KS,sheridan,ICU,1000HAB,21.225471,2497,2018
US,KS,sherman,ICU,1000HAB,4.167361,5999,2018
US,KS,smith,ACUTE,1000HAB,14.351476,3693,2018
US,KS,smith,ICU,1000HAB,0,3693,2019
US,KS,stafford,ACUTE,1000HAB,5.880969,4251,2018
US,KS,stafford,ICU,1000HAB,0,4251,2019
US,KS,stanton,ICU,1000HAB,16.136687,2107,2018
US,KS,stevens,ICU,1000HAB,17.418568,5741,2018
US,KS,sumner,ACUTE,1000HAB,2.613987,23336,2018
US,KS,sumner,ICU,1000HAB,0.642784,23336,2018
US,KS,thomas,ICU,1000HAB,11.214477,7847,2018
US,KS,trego,ACUTE,1000HAB,21.386685,2899,2018
US,KS,trego,ICU,1000HAB,0,2899,2019
US,KS,wabaunsee,ICU,1000HAB,0,6918,2019
US,KS,wallace,ICU,1000HAB,0,1591,2019
US,KS,washington,ACUTE,1000HAB,4.486719,5572,2018
US,KS,washington,ICU,1000HAB,4.486719,5572,2018
US,KS,wichita,ACUTE,1000HAB,17.153454,2157,2018
US,KS,wichita,ICU,1000HAB,0,2157,2019
US,KS,wilson,ACUTE,1000HAB,1.693385,8858,2018
US,KS,wilson,ICU,1000HAB,3.838338,8858,2018
US,KS,woodson,ICU,1000HAB,0,3178,2019
US,KS,wyandotte,ACUTE,1000HAB,7.082162,163227,2018
US,KS,wyandotte,ICU,1000HAB,0.888333,163227,2019
US,KS,wyandotte,OTHER,1000HAB,0.245057,163227,2018
US,KS,wyandotte,PSYCHIATRIC,1000HAB,0.220552,163227,2013
US,KY,adair,ACUTE,1000HAB,3.988811,19304,2018
US,KY,adair,ICU,1000HAB,0,19304,2019
US,KY,allen,ICU,1000HAB,1.211945,20628,2018
US,KY,anderson,ICU,1000HAB,0,22017,2019
US,KY,ballard,ICU,1000HAB,0,8152,2019
US,KY,barren,ACUTE,1000HAB,4.145746,43418,2018
US,KY,barren,ICU,1000HAB,0.230319,43418,2019
US,KY,bath,ICU,1000HAB,0,12189,2019
US,KY,bell,ACUTE,1000HAB,7.86341,27469,2018
US,KY,bell,ICU,1000HAB,0.254833,27469,2019
US,KY,boone,ACUTE,1000HAB,1.260945,127682,2018
US,KY,boone,ICU,1000HAB,0.140975,127682,2019
US,KY,boone,OTHER,1000HAB,0.313278,127682,2018
US,KY,bourbon,ACUTE,1000HAB,2.897537,20017,2018
US,KY,bourbon,ICU,1000HAB,0.19983,20017,2019
US,KY,boyd,ACUTE,1000HAB,9.384152,48486,2018
US,KY,boyd,ICU,1000HAB,1.031226,48486,2019
US,KY,boyle,ACUTE,1000HAB,7.45642,29773,2018
US,KY,boyle,ICU,1000HAB,0.738925,29773,2019
US,KY,bracken,ICU,1000HAB,0,8330,2019
US,KY,breathitt,ACUTE,1000HAB,4.142814,13276,2018
US,KY,breathitt,ICU,1000HAB,0.301296,13276,2019
US,KY,breckinridge,ICU,1000HAB,1.250563,19991,2018
US,KY,bullitt,ICU,1000HAB,0,78622,2019
US,KY,butler,ICU,1000HAB,0,12735,2019
US,KY,caldwell,ICU,1000HAB,1.961246,12747,2018
US,KY,calloway,ACUTE,1000HAB,3.936192,38616,2018
US,KY,calloway,ICU,1000HAB,0.25896,38616,2019
US,KY,campbell,ACUTE,1000HAB,3.093547,91804,2018
US,KY,campbell,ICU,1000HAB,0.228748,91804,2019
US,KY,carlisle,ICU,1000HAB,0,4890,2019
US,KY,carroll,ICU,1000HAB,2.337541,10695,2018
US,KY,carter,ICU,1000HAB,0,27385,2019
US,KY,casey,ICU,1000HAB,0.949067,15805,2018
US,KY,christian,ACUTE,1000HAB,2.678152,72438,2018
US,KY,christian,ICU,1000HAB,0.248488,72438,2019
US,KY,christian,PSYCHIATRIC,1000HAB,8.172506,72438,2018
US,KY,clark,ACUTE,1000HAB,1.510194,35757,2018
US,KY,clark,ICU,1000HAB,0.223732,35757,2019
US,KY,clay,ACUTE,1000HAB,3.019266,20866,2018
US,KY,clay,ICU,1000HAB,0.287549,20866,2019
US,KY,clinton,ACUTE,1000HAB,4.11442,10208,2018
US,KY,clinton,ICU,1000HAB,0,10208,2019
US,KY,crittenden,ACUTE,1000HAB,5.243609,9154,2018
US,KY,crittenden,ICU,1000HAB,0,9154,2019
US,KY,cumberland,ICU,1000HAB,3.706999,6744,2018
